Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1704299100,0,2024-01-03 16:25:00,280.2473,280.3173,280.224,280.3095,13484
1704299400,0,2024-01-03 16:30:00,280.3095,280.3167,280.254,280.2659,35784
1704299700,0,2024-01-03 16:35:00,280.2659,280.3989,280.2309,280.338,20316
1704300000,0,2024-01-03 16:40:00,280.338,280.3675,280.3369,280.3612,8980
1704300300,0,2024-01-03 16:45:00,280.3612,280.3792,280.2243,280.2555,49363
1704300600,0,2024-01-03 16:50:00,280.2555,280.3416,280.2454,280.3321,1888
1704300900,0,2024-01-03 16:55:00,280.3321,280.346,280.2523,280.3044,11738
1704301200,0,2024-01-03 17:00:00,280.3044,280.4599,280.2991,280.4088,49712
1704301500,0,2024-01-03 17:05:00,280.4088,280.4126,280.3704,280.3827,5494
1704301800,0,2024-01-03 17:10:00,280.3827,280.4765,280.259,280.2735,9761
1704302100,0,2024-01-03 17:15:00,280.2735,280.3023,280.2433,280.2744,37811
1704302400,0,2024-01-03 17:20:00,280.2744,280.2842,280.2407,280.2483,44268
1704302700,0,2024-01-03 17:25:00,280.2483,280.281,280.1819,280.2724,34681
1704303000,0,2024-01-03 17:30:00,280.2724,280.2896,280.1562,280.2528,14987
1704303300,0,2024-01-03 17:35:00,280.2528,280.417,280.2498,280.3674,21757
1704303600,0,2024-01-03 17:40:00,280.3674,280.4449,280.169,280.2118,46897
1704303900,0,2024-01-03 17:45:00,280.2118,280.3672,280.0918,280.2666,25092
1704304200,0,2024-01-03 17:50:00,280.2666,280.3614,280.2348,280.2907,29246
1704304500,0,2024-01-03 17:55:00,280.2907,280.3126,280.2346,280.273,28849
1704304800,0,2024-01-03 18:00:00,280.273,280.2883,280.2265,280.2369,40563
1704305100,0,2024-01-03 18:05:00,280.2369,280.2408,280.1401,280.2034,29857
1704305400,0,2024-01-03 18:10:00,280.2034,280.3544,280.1998,280.2528,49016
1704305700,0,2024-01-03 18:15:00,280.2528,280.2974,280.2317,280.2886,30452
1704306000,0,2024-01-03 18:20:00,280.2886,280.3382,280.2572,280.3152,12640
1704306300,0,2024-01-03 18:25:00,280.3152,280.3421,280.2173,280.304,1149
1704306600,0,2024-01-03 18:30:00,280.304,280.3277,280.2418,280.2685,16840
1704306900,0,2024-01-03 18:35:00,280.2685,280.3951,280.2589,280.3154,24400
1704307200,0,2024-01-03 18:40:00,280.3154,280.336,280.2321,280.3156,12238
1704307500,0,2024-01-03 18:45:00,280.3156,280.3369,280.1798,280.2714,49100
1704307800,0,2024-01-03 18:50:00,280.2714,280.315,280.256,280.2717,22791
1704308100,0,2024-01-03 18:55:00,280.2717,280.3677,280.2565,280.2799,4500
1704308400,0,2024-01-03 19:00:00,280.2799,280.3936,280.2762,280.3546,31634
1704308700,0,2024-01-03 19:05:00,280.3546,280.4457,280.3219,280.3975,7999
1704309000,0,2024-01-03 19:10:00,280.3975,280.4127,280.2337,280.3,17551
1704309300,0,2024-01-03 19:15:00,280.3,280.351,280.2521,280.2684,28472
1704309600,0,2024-01-03 19:20:00,280.2684,280.2729,280.2153,280.2436,2648
1704309900,0,2024-01-03 19:25:00,280.2436,280.38,280.2036,280.3103,46217
1704310200,0,2024-01-03 19:30:00,280.3103,280.3562,280.2373,280.283,30556
1704310500,0,2024-01-03 19:35:00,280.283,280.3191,280.2052,280.2094,4175
1704310800,0,2024-01-03 19:40:00,280.2094,280.3654,280.1957,280.324,22563
1704311100,0,2024-01-03 19:45:00,280.324,280.3978,280.3221,280.3609,39525
1704311400,0,2024-01-03 19:50:00,280.3609,280.3808,280.2998,280.3072,22663
1704311700,0,2024-01-03 19:55:00,280.3072,280.3659,280.2149,280.3135,6200
1704312000,0,2024-01-03 20:00:00,280.3135,280.3696,280.2521,280.2538,40388
1704312300,0,2024-01-03 20:05:00,280.2538,280.3539,280.2058,280.3027,14720
1704312600,0,2024-01-03 20:10:00,280.3027,280.3083,280.2063,280.258,30444
1704312900,0,2024-01-03 20:15:00,280.258,280.3333,280.2506,280.3176,22690
1704313200,0,2024-01-03 20:20:00,280.3176,280.3364,280.2095,280.2899,17105
1704313500,0,2024-01-03 20:25:00,280.2899,280.4404,280.225,280.3103,37445
1704313800,0,2024-01-03 20:30:00,280.3103,280.318,280.1896,280.2462,13679
1704314100,0,2024-01-03 20:35:00,280.2462,280.2967,280.2042,280.2252,29966
1704314400,0,2024-01-03 20:40:00,280.2252,280.2411,280.1593,280.2401,24847
1704314700,0,2024-01-03 20:45:00,280.2401,280.4155,280.2162,280.3821,27817
1704315000,0,2024-01-03 20:50:00,280.3821,280.4759,280.3508,280.4356,38638
1704315300,0,2024-01-03 20:55:00,280.4356,280.4978,280.1766,280.2266,43528
1704378600,0,2024-01-04 14:30:00,279.2657,279.3555,279.2464,279.2733,26072
1704378900,0,2024-01-04 14:35:00,279.2733,279.3067,279.1791,279.2292,42840
1704379200,0,2024-01-04 14:40:00,279.2292,279.2662,279.1518,279.2054,5312
1704379500,0,2024-01-04 14:45:00,279.2054,279.2841,279.1692,279.233,32753
1704379800,0,2024-01-04 14:50:00,279.233,279.436,279.2011,279.3836,37026
1704380100,0,2024-01-04 14:55:00,279.3836,279.4246,279.1601,279.2611,21646
1704380400,0,2024-01-04 15:00:00,279.2611,279.3013,279.0629,279.1222,6679
1704380700,0,2024-01-04 15:05:00,279.1222,279.3406,279.0306,279.3277,39646
1704381000,0,2024-01-04 15:10:00,279.3277,279.3344,279.2753,279.2982,7282
1704381300,0,2024-01-04 15:15:00,279.2982,279.3477,279.2545,279.2645,3606
1704381600,0,2024-01-04 15:20:00,279.2645,279.2716,279.2605,279.2649,8647
1704381900,0,2024-01-04 15:25:00,279.2649,279.294,279.2531,279.2929,49984
1704382200,0,2024-01-04 15:30:00,279.2929,279.3132,279.0969,279.1799,42036
1704382500,0,2024-01-04 15:35:00,279.1799,279.2877,279.1707,279.2716,31853
1704382800,0,2024-01-04 15:40:00,279.2716,279.3342,279.2384,279.3209,34616
1704383100,0,2024-01-04 15:45:00,279.3209,279.3578,279.1093,279.1985,22400
1704383400,0,2024-01-04 15:50:00,279.1985,279.2861,279.1759,279.2508,5718
1704383700,0,2024-01-04 15:55:00,279.2508,279.2843,279.1896,279.2607,35884
1704384000,0,2024-01-04 16:00:00,279.2607,279.4328,279.2448,279.3728,8884
1704384300,0,2024-01-04 16:05:00,279.3728,279.4065,279.1547,279.1941,34610
1704384600,0,2024-01-04 16:10:00,279.1941,279.224,279.0812,279.2147,14494
1704384900,0,2024-01-04 16:15:00,279.2147,279.342,279.0477,279.0877,27543
1704385200,0,2024-01-04 16:20:00,279.0877,279.2293,279.0591,279.1807,1093
1704385500,0,2024-01-04 16:25:00,279.1807,279.2533,279.1546,279.1802,3615
1704385800,0,2024-01-04 16:30:00,279.1802,279.3443,279.0791,279.2621,22157
1704386100,0,2024-01-04 16:35:00,279.2621,279.2806,279.1366,279.2042,31461
1704386400,0,2024-01-04 16:40:00,279.2042,279.2322,279.0612,279.0784,42806
1704386700,0,2024-01-04 16:45:00,279.0784,279.2069,279.0097,279.1293,46100
1704387000,0,2024-01-04 16:50:00,279.1293,279.2483,279.1181,279.232,12366
1704387300,0,2024-01-04 16:55:00,279.232,279.2654,279.2069,279.2309,42504
1704387600,0,2024-01-04 17:00:00,279.2309,279.255,279.1139,279.148,21352
1704387900,0,2024-01-04 17:05:00,279.148,279.1846,279.1431,279.1683,20069
1704388200,0,2024-01-04 17:10:00,279.1683,279.3142,279.1527,279.2683,48584
1704388500,0,2024-01-04 17:15:00,279.2683,279.3145,279.1594,279.1972,31554
1704388800,0,2024-01-04 17:20:00,279.1972,279.23,279.1263,279.1325,3913
1704389100,0,2024-01-04 17:25:00,279.1325,279.2682,279.1251,279.1729,8037
1704389400,0,2024-01-04 17:30:00,279.1729,279.2989,279.1481,279.2454,32394
1704389700,0,2024-01-04 17:35:00,279.2454,279.2458,279.2177,279.2295,26949
1704390000,0,2024-01-04 17:40:00,279.2295,279.3087,279.1648,279.2619,11472
1704390300,0,2024-01-04 17:45:00,279.2619,279.2942,279.2411,279.2555,6193
1704390600,0,2024-01-04 17:50:00,279.2555,279.2938,279.1633,279.2078,42079
1704390900,0,2024-01-04 17:55:00,279.2078,279.2248,279.1592,279.2043,42037
1704391200,0,2024-01-04 18:00:00,279.2043,279.2649,279.1462,279.1972,34734
1704391500,0,2024-01-04 18:05:00,279.1972,279.2236,279.1885,279.2023,34948
1704391800,0,2024-01-04 18:10:00,279.2023,279.329,279.1495,279.2566,4625
1704392100,0,2024-01-04 18:15:00,279.2566,279.2624,279.0929,279.1692,22255
1704392400,0,2024-01-04 18:20:00,279.1692,279.2435,279.1382,279.2387,38324
1704392700,0,2024-01-04 18:25:00,279.2387,279.3348,279.156,279.1727,19991
1704393000,0,2024-01-04 18:30:00,279.1727,279.2316,279.1057,279.2116,14593
1704393300,0,2024-01-04 18:35:00,279.2116,279.2979,278.9865,279.1444,3349
1704393600,0,2024-01-04 18:40:00,279.1444,279.2216,279.1222,279.2102,30122
1704393900,0,2024-01-04 18:45:00,279.2102,279.2381,279.1662,279.1839,40969
1704394200,0,2024-01-04 18:50:00,279.1839,279.237,279.1213,279.1332,20253
1704394500,0,2024-01-04 18:55:00,279.1332,279.2729,279.0692,279.2668,36484
1704394800,0,2024-01-04 19:00:00,279.2668,279.2756,279.1315,279.1684,34010
1704395100,0,2024-01-04 19:05:00,279.1684,279.3092,279.1652,279.2604,14678
1704395400,0,2024-01-04 19:10:00,279.2604,279.2803,279.1541,279.2249,31515
1704395700,0,2024-01-04 19:15:00,279.2249,279.273,279.0931,279.158,37136
1704396000,0,2024-01-04 19:20:00,279.158,279.228,279.0648,279.1287,2450
1704396300,0,2024-01-04 19:25:00,279.1287,279.1445,279.0781,279.12,17537
1704396600,0,2024-01-04 19:30:00,279.12,279.2237,279.0358,279.2225,7474
1704396900,0,2024-01-04 19:35:00,279.2225,279.2359,279.1376,279.1757,31457
1704397200,0,2024-01-04 19:40:00,279.1757,279.2812,279.1551,279.2109,49580
1704397500,0,2024-01-04 19:45:00,279.2109,279.2812,279.0818,279.1313,36376
1704397800,0,2024-01-04 19:50:00,279.1313,279.232,279.1243,279.2184,19675
1704398100,0,2024-01-04 19:55:00,279.2184,279.3287,279.1728,279.2635,45756
1704398400,0,2024-01-04 20:00:00,279.2635,279.2984,278.9978,279.0479,3960
1704398700,0,2024-01-04 20:05:00,279.0479,279.1918,279.0368,279.0793,12301
1704399000,0,2024-01-04 20:10:00,279.0793,279.1867,279.0417,279.1789,38374
1704399300,0,2024-01-04 20:15:00,279.1789,279.1923,279.0867,279.1522,15058
1704399600,0,2024-01-04 20:20:00,279.1522,279.2095,279.1448,279.1794,13936
1704399900,0,2024-01-04 20:25:00,279.1794,279.2982,279.1237,279.2299,22266
1704400200,0,2024-01-04 20:30:00,279.2299,279.2912,279.065,279.1392,48321
1704400500,0,2024-01-04 20:35:00,279.1392,279.2875,279.1278,279.2325,3200
1704400800,0,2024-01-04 20:40:00,279.2325,279.2338,279.1431,279.1549,27712
1704401100,0,2024-01-04 20:45:00,279.1549,279.1711,279.1329,279.168,48535
1704401400,0,2024-01-04 20:50:00,279.168,279.2007,279.117,279.1271,31630
1704401700,0,2024-01-04 20:55:00,279.1271,279.1867,279.0745,279.1583,37277
1704465000,0,2024-01-05 14:30:00,280.2959,280.4712,280.2554,280.3821,21642
1704465300,0,2024-01-05 14:35:00,280.3821,280.4237,280.1326,280.1525,6552
1704465600,0,2024-01-05 14:40:00,280.1525,280.1679,279.8722,279.9158,45782
1704465900,0,2024-01-05 14:45:00,279.9158,280.3559,279.9078,280.3553,28139
1704466200,0,2024-01-05 14:50:00,280.3553,280.3587,279.8399,279.8537,36520
1704466500,0,2024-01-05 14:55:00,279.8537,280.1934,279.8044,280.1652,10278
1704466800,0,2024-01-05 15:00:00,280.1652,280.1682,279.5711,279.6172,16760
1704467100,0,2024-01-05 15:05:00,279.6172,280.0975,279.6018,280.0517,3036
1704467400,0,2024-01-05 15:10:00,280.0517,280.0551,279.7909,279.8199,24168
1704467700,0,2024-01-05 15:15:00,279.8199,280.235,279.7978,280.1732,13995
1704468000,0,2024-01-05 15:20:00,280.1732,280.1871,279.7127,279.7705,1047
1704468300,0,2024-01-05 15:25:00,279.7705,279.8198,279.7497,279.8189,22524
1704468600,0,2024-01-05 15:30:00,279.8189,279.8352,279.3026,279.3523,17478
1704468900,0,2024-01-05 15:35:00,279.3523,279.3865,279.0431,279.1149,36596
1704469200,0,2024-01-05 15:40:00,279.1149,279.4337,279.1123,279.3518,15246
1704469500,0,2024-01-05 15:45:00,279.3518,279.5054,279.335,279.3844,14014
1704469800,0,2024-01-05 15:50:00,279.3844,279.4173,279.2793,279.2963,31087
1704470100,0,2024-01-05 15:55:00,279.2963,279.3321,279.1212,279.1663,27661
1704470400,0,2024-01-05 16:00:00,279.1663,279.6909,279.086,279.6057,46976
1704470700,0,2024-01-05 16:05:00,279.6057,279.6171,278.9357,278.9953,47522
1704471000,0,2024-01-05 16:10:00,278.9953,279.1657,278.9917,279.1468,42396
1704471300,0,2024-01-05 16:15:00,279.1468,279.3428,279.0445,279.3039,6211
1704471600,0,2024-01-05 16:20:00,279.3039,279.36,278.9993,279.0495,5782
1704471900,0,2024-01-05 16:25:00,279.0495,279.4248,279.0305,279.3961,21284
1704472200,0,2024-01-05 16:30:00,279.3961,279.4744,278.9145,278.9384,38533
1704472500,0,2024-01-05 16:35:00,278.9384,279.2354,278.8921,279.1721,11415
1704472800,0,2024-01-05 16:40:00,279.1721,279.1807,278.753,278.7598,29909
1704473100,0,2024-01-05 16:45:00,278.7598,278.9276,278.738,278.8927,47295
1704473400,0,2024-01-05 16:50:00,278.8927,278.9217,278.8689,278.8744,31983
1704473700,0,2024-01-05 16:55:00,278.8744,278.8785,278.5714,278.6355,1228
1704474000,0,2024-01-05 17:00:00,278.6355,278.995,278.5894,278.9725,11270
1704474300,0,2024-01-05 17:05:00,278.9725,279.0215,278.7982,278.8499,31730
1704474600,0,2024-01-05 17:10:00,278.8499,278.8831,278.7803,278.7996,48490
1704474900,0,2024-01-05 17:15:00,278.7996,278.8044,278.5409,278.5522,30351
1704475200,0,2024-01-05 17:20:00,278.5522,279.0996,278.5284,279.0896,12540
1704475500,0,2024-01-05 17:25:00,279.0896,279.1256,278.184,278.2372,26870
1704475800,0,2024-01-05 17:30:00,278.2372,278.7665,278.2089,278.7522,27539
1704476100,0,2024-01-05 17:35:00,278.7522,278.8175,278.6125,278.6293,19706
1704476400,0,2024-01-05 17:40:00,278.6293,278.6308,278.2228,278.3149,2182
1704476700,0,2024-01-05 17:45:00,278.3149,278.4409,278.2108,278.3964,44749
1704477000,0,2024-01-05 17:50:00,278.3964,278.4965,278.389,278.4567,30218
1704477300,0,2024-01-05 17:55:00,278.4567,278.4976,277.7709,277.7936,37030
1704477600,0,2024-01-05 18:00:00,277.7936,277.9995,277.7827,277.9314,45480
1704477900,0,2024-01-05 18:05:00,277.9314,277.9491,277.638,277.6784,17270
1704478200,0,2024-01-05 18:10:00,277.6784,278.3713,277.6594,278.3199,38589
1704478500,0,2024-01-05 18:15:00,278.3199,278.3991,277.6966,277.8262,38576
1704478800,0,2024-01-05 18:20:00,277.8262,278.3418,277.8225,278.3062,20133
1704479100,0,2024-01-05 18:25:00,278.3062,278.3247,278.1426,278.1464,25943
1704479400,0,2024-01-05 18:30:00,278.1464,278.1663,278.0083,278.0236,9712
1704479700,0,2024-01-05 18:35:00,278.0236,278.058,277.8383,277.8441,14045
1704480000,0,2024-01-05 18:40:00,277.8441,278.0063,277.7924,277.9866,7932
1704480300,0,2024-01-05 18:45:00,277.9866,278.0234,277.6862,277.7387,13472
1704480600,0,2024-01-05 18:50:00,277.7387,277.7813,277.5552,277.6373,39297
1704480900,0,2024-01-05 18:55:00,277.6373,277.6798,277.4308,277.4348,44373
1704481200,0,2024-01-05 19:00:00,277.4348,277.4687,277.0583,277.0687,12815
1704481500,0,2024-01-05 19:05:00,277.0687,277.7566,276.9696,277.7444,33226
1704481800,0,2024-01-05 19:10:00,277.7444,277.8014,277.2717,277.3195,18110
1704482100,0,2024-01-05 19:15:00,277.3195,277.4706,277.3094,277.4211,14080
1704482400,0,2024-01-05 19:20:00,277.4211,277.7048,277.3898,277.6533,37727
1704482700,0,2024-01-05 19:25:00,277.6533,277.6818,277.4668,277.5399,37673
1704483000,0,2024-01-05 19:30:00,277.5399,277.5649,277.0692,277.0927,41078
1704483300,0,2024-01-05 19:35:00,277.0927,277.4622,277.083,277.3835,49430
1704483600,0,2024-01-05 19:40:00,277.3835,277.3988,277.3479,277.3772,36028
1704483900,0,2024-01-05 19:45:00,277.3772,277.3782,277.301,277.33,28157
1704484200,0,2024-01-05 19:50:00,277.33,277.4762,277.2457,277.4562,44369
1704484500,0,2024-01-05 19:55:00,277.4562,277.4868,277.0514,277.0627,49599
1704484800,0,2024-01-05 20:00:00,277.0627,277.3295,277.0607,277.321,27293
1704485100,0,2024-01-05 20:05:00,277.321,277.3462,277.1267,277.1412,9751
1704485400,0,2024-01-05 20:10:00,277.1412,277.1734,276.5803,276.6402,30999
1704485700,0,2024-01-05 20:15:00,276.6402,276.718,276.6021,276.6777,37543
1704486000,0,2024-01-05 20:20:00,276.6777,276.8387,276.6386,276.7831,6738
1704486300,0,2024-01-05 20:25:00,276.7831,276.95,276.7789,276.8887,47138
1704486600,0,2024-01-05 20:30:00,276.8887,276.9495,276.4139,276.438,31923
1704486900,0,2024-01-05 20:35:00,276.438,276.885,276.372,276.8143,29244
1704487200,0,2024-01-05 20:40:00,276.8143,276.8671,276.776,276.7856,31731
1704487500,0,2024-01-05 20:45:00,276.7856,276.8136,276.2437,276.2584,46864
1704487800,0,2024-01-05 20:50:00,276.2584,276.571,276.2236,276.551,29379
1704488100,0,2024-01-05 20:55:00,276.551,276.561,276.3523,276.3809,39879
1704724200,0,2024-01-08 14:30:00,274.8521,275.1762,274.8349,275.0865,18812
1704724500,0,2024-01-08 14:35:00,275.0865,275.163,274.7424,274.7664,2709
1704724800,0,2024-01-08 14:40:00,274.7664,275.2413,274.7226,275.2317,30852
1704725100,0,2024-01-08 14:45:00,275.2317,275.2698,275.1863,275.2211,30421
1704725400,0,2024-01-08 14:50:00,275.2211,275.245,275.0028,275.0515,26306
1704725700,0,2024-01-08 14:55:00,275.0515,275.7153,274.9923,275.6995,48810
1704726000,0,2024-01-08 15:00:00,275.6995,275.6997,275.4061,275.4273,1603
1704726300,0,2024-01-08 15:05:00,275.4273,275.4297,275.0565,275.0753,33248
1704726600,0,2024-01-08 15:10:00,275.0753,275.3113,275.0689,275.2554,18346
1704726900,0,2024-01-08 15:15:00,275.2554,275.4163,275.2345,275.3645,41335
1704727200,0,2024-01-08 15:20:00,275.3645,275.788,275.2564,275.7578,48477
1704727500,0,2024-01-08 15:25:00,275.7578,276.0627,275.6913,276.0217,2058
1704727800,0,2024-01-08 15:30:00,276.0217,276.1197,275.6119,275.6532,49621
1704728100,0,2024-01-08 15:35:00,275.6532,275.9588,275.6298,275.9513,2301
