Date,Open,High,Low,Close,Adjusted_close,Volume
2019-01-25,159.8286,160.6055,159.1038,160.4972,160.4972,1655568
2019-01-28,160.5253,161.165,159.5866,160.6312,160.6312,820976
2019-01-29,160.414,162.1915,160.2056,161.7545,161.7545,462224
2019-01-30,161.3733,161.8719,161.1919,161.538,161.538,1393946
2019-01-31,161.9359,162.9985,160.5182,161.4222,161.4222,2008014
2019-02-01,161.6307,161.779,160.7256,161.6803,161.6803,1412707
2019-02-04,161.183,163.3186,159.6979,162.344,162.344,1196765
2019-02-05,161.9818,164.6288,161.4769,164.136,164.136,1078389
2019-02-06,164.7217,165.8186,162.5035,162.5351,162.5351,1113667
2019-02-07,163.1844,165.4049,161.5415,164.6684,164.6684,785952
2019-02-08,165.3515,167.0635,161.8465,162.5275,162.5275,2228281
2019-02-11,162.4663,162.644,160.3736,160.4156,160.4156,943278
2019-02-12,161.4998,161.8928,160.3957,160.4704,160.4704,1424917
2019-02-13,160.5586,163.8928,160.062,162.926,162.926,1404232
2019-02-14,162.2321,165.3934,162.104,164.9471,164.9471,1192058
2019-02-15,165.2503,165.6594,164.5668,164.8418,164.8418,1892765
2019-02-18,165.4714,166.3496,164.9262,166.3378,166.3378,1054167
2019-02-19,165.7082,169.3429,164.3849,167.6031,167.6031,1602815
2019-02-20,168.1573,170.5544,166.7464,167.7709,167.7709,637448
2019-02-21,167.3952,172.0529,166.431,172.0484,172.0484,1387845
2019-02-22,172.0025,173.0262,170.9582,171.4147,171.4147,1372735
2019-02-25,170.9623,173.0242,170.269,170.8293,170.8293,1343825
2019-02-26,170.7443,171.481,168.6883,168.9207,168.9207,823380
2019-02-27,169.4917,171.8997,169.1867,170.8141,170.8141,892843
2019-02-28,170.7392,171.094,169.496,169.8441,169.8441,947270
2019-03-01,170.2959,171.2986,168.9648,169.5797,169.5797,2186292
2019-03-04,169.1949,169.6372,165.8382,167.2185,167.2185,1133261
2019-03-05,166.7695,167.023,165.0905,165.721,165.721,812713
2019-03-06,166.2613,167.1118,163.9368,163.9995,163.9995,1666282
2019-03-07,163.7559,164.3346,159.533,162.1099,162.1099,649645
2019-03-08,162.2954,163.2001,161.6,162.5356,162.5356,736008
2019-03-11,162.8939,163.3889,159.5138,159.9119,159.9119,841059
2019-03-12,160.6154,161.8968,157.2669,158.3995,158.3995,1899413
2019-03-13,157.4441,158.3204,156.4625,158.2602,158.2602,2352274
2019-03-14,158.1056,159.1629,158.0469,159.1068,159.1068,1867643
2019-03-15,159.1267,159.9457,154.3556,154.7424,154.7424,1354187
2019-03-18,154.9279,155.0474,152.3237,153.0144,153.0144,1015911
2019-03-19,153.3427,153.7217,150.3863,151.9692,151.9692,1201936
2019-03-20,152.4037,153.2765,151.5368,152.6031,152.6031,1278732
2019-03-21,152.365,154.8672,151.0332,153.9724,153.9724,683920
2019-03-22,153.9842,155.4772,153.59,154.5619,154.5619,1232804
2019-03-25,154.0449,154.7581,153.0691,153.9564,153.9564,1552041
2019-03-26,154.2749,156.2486,153.6395,155.3575,155.3575,1835625
2019-03-27,155.2119,158.484,154.7731,157.3572,157.3572,2019586
2019-03-28,157.1573,157.5187,153.6699,154.3223,154.3223,1214345
2019-03-29,153.7895,157.5693,151.4643,156.4462,156.4462,1904871
2019-04-01,156.8411,158.3243,156.7666,157.3011,157.3011,925626
2019-04-02,156.7292,158.3876,153.5868,155.7624,155.7624,1326182
2019-04-03,156.2935,156.7531,152.0734,153.2837,153.2837,2121017
2019-04-04,152.9599,154.0278,152.7823,152.7966,152.7966,763292
2019-04-05,152.42,153.19,146.9469,147.323,147.323,883796
2019-04-08,147.0669,147.8288,146.7759,147.4278,147.4278,1312285
2019-04-09,146.7891,146.9075,145.2252,145.2734,145.2734,1581984
2019-04-10,144.7872,145.3147,144.2388,145.0101,145.0101,1311514
2019-04-11,145.1728,146.7542,143.0188,143.5783,143.5783,4898779
2019-04-12,143.8494,143.8504,141.3743,141.6079,141.6079,1641812
2019-04-15,140.8164,142.7096,138.4861,138.5382,138.5382,900681
2019-04-16,138.1858,138.9455,136.7409,138.3814,138.3814,1142023
2019-04-17,138.6944,139.003,138.0956,138.4758,138.4758,1897785
2019-04-18,138.3812,139.1156,137.6782,137.8357,137.8357,1120090
2019-04-19,138.4966,140.2752,138.0373,139.9325,139.9325,894673
2019-04-22,140.0688,140.43,139.4173,140.0215,140.0215,538848
2019-04-23,140.2453,141.3083,139.8981,141.1017,141.1017,948213
2019-04-24,140.815,142.2186,139.8253,141.4679,141.4679,1207773
2019-04-25,141.5484,141.7119,140.1588,140.7381,140.7381,2338179
2019-04-26,141.0243,141.4413,139.6755,140.0102,140.0102,1226340
2019-04-29,140.8854,141.7354,138.983,139.7279,139.7279,1286436
2019-04-30,139.8665,140.5307,137.9418,139.2823,139.2823,835563
2019-05-01,139.6973,141.4604,139.0053,140.8721,140.8721,1035960
2019-05-02,141.2151,142.0811,139.6378,140.5119,140.5119,936292
2019-05-03,140.03,143.9879,139.0016,142.8314,142.8314,848406
2019-05-06,142.9773,145.6223,142.3507,145.2383,145.2383,1008554
2019-05-07,144.8561,145.3422,144.2467,144.9182,144.9182,1339793
2019-05-08,145.6955,147.7668,144.4364,147.6386,147.6386,900565
2019-05-09,148.1393,148.8212,147.0074,147.1779,147.1779,1350116
2019-05-10,146.5845,148.493,145.9799,148.3628,148.3628,1043984
2019-05-13,148.3823,149.0959,147.161,148.3802,148.3802,1031783
2019-05-14,147.7899,150.3947,147.6115,149.8049,149.8049,1450423
2019-05-15,149.2883,149.3278,147.746,149.3041,149.3041,1019674
2019-05-16,149.114,152.1548,148.5798,151.0014,151.0014,3150590
2019-05-17,150.5632,151.7712,149.3755,149.8022,149.8022,1087370
2019-05-20,149.677,150.6579,149.4316,150.6393,150.6393,2461155
2019-05-21,151.3321,152.4961,150.3278,150.5531,150.5531,1251906
2019-05-22,150.7425,152.5491,150.4494,152.0724,152.0724,1034511
2019-05-23,151.2719,151.516,150.6547,151.4689,151.4689,1225695
2019-05-24,151.2661,153.4969,149.6194,152.9631,152.9631,685099
2019-05-27,153.8552,155.2206,151.0604,151.481,151.481,608834
2019-05-28,151.1221,151.281,148.4918,150.0403,150.0403,828805
2019-05-29,150.3279,150.9516,149.1369,149.3838,149.3838,599238
2019-05-30,149.4698,149.8868,147.8623,148.6831,148.6831,1074078
2019-05-31,148.7181,150.3232,148.6507,148.9598,148.9598,711262
2019-06-03,149.1021,149.2042,148.0204,148.0485,148.0485,2703000
2019-06-04,147.1351,147.4889,144.9844,145.4828,145.4828,982284
2019-06-05,145.642,148.6527,145.0741,148.2878,148.2878,662720
2019-06-06,147.2629,151.1841,146.0259,150.4732,150.4732,2898957
2019-06-07,150.7855,151.1176,149.3988,150.0441,150.0441,983631
2019-06-10,150.8041,150.8201,147.7609,147.9967,147.9967,1360579
2019-06-11,147.2283,150.7754,146.1342,149.1404,149.1404,1193372
2019-06-12,149.5261,150.257,149.362,149.9625,149.9625,1403157
2019-06-13,150.4709,150.6707,145.8642,145.9867,145.9867,1142462
2019-06-14,145.9471,146.8778,144.6188,146.0247,146.0247,1694125
2019-06-17,146.7958,147.6366,145.5164,145.5932,145.5932,987338
2019-06-18,144.7303,145.1233,143.8822,144.1518,144.1518,934985
2019-06-19,143.9622,144.0745,142.5512,142.8632,142.8632,961029
2019-06-20,142.6576,147.7899,141.0681,146.3447,146.3447,1639305
2019-06-21,147.0127,147.898,145.5259,145.7942,145.7942,1389303
2019-06-24,146.7201,147.2343,143.9267,144.0159,144.0159,1501334
2019-06-25,144.4119,146.826,143.6575,146.091,146.091,1064391
2019-06-26,145.8778,146.2591,144.3435,144.6738,144.6738,2174314
2019-06-27,145.3585,147.1729,145.0015,147.165,147.165,1237020
2019-06-28,147.2112,147.3661,144.1547,145.1848,145.1848,696980
2019-07-01,145.0699,145.331,144.519,144.6888,144.6888,887393
2019-07-02,144.4264,144.4434,141.9852,142.3712,142.3712,1099695
2019-07-03,142.2043,144.4617,141.7853,144.3944,144.3944,901987
2019-07-05,144.4621,146.7489,143.809,146.5926,146.5926,1541036
2019-07-08,146.1102,149.1097,145.366,148.3807,148.3807,491427
2019-07-09,149.1566,149.8049,145.5725,146.9413,146.9413,795785
2019-07-10,145.6352,146.7281,145.4001,146.6857,146.6857,1301603
2019-07-11,146.3929,147.7842,142.8208,143.9966,143.9966,1413112
2019-07-12,144.5349,145.2107,143.6427,144.6584,144.6584,740803
2019-07-15,145.4416,145.7686,143.8123,144.1135,144.1135,2101396
2019-07-16,143.2217,143.3463,143.0645,143.1061,143.1061,1058753
